No,Year,Country_ID,Bank_ID,IB,DTD_PB,DTC_PB,ESGS,ESGcom,ESGC,E,S,G,ETA,NPL,CTI,TDTA,REVDIV,LOANGR,TA,IB,EG,INF,HHII,COVID,GOV,MIP,REG,LNTA
827,2016,15,119,0,"27,816421","32,470332","26,56","26,56","53,38","21,15","41,86","16,11","5,1480621","0,91","34,29","69,695783","5,821648","18,31","12730000000000,00%",0,"6,8487622","2,0000018","5,961594",0,"-0,21041931","9,38668","-0,31400174","25,57016"
834,2016,15,120,0,"26,097058","31,162549",,,,,,,"5,3978092","1,65","23,39","86,765956","5,426178","16,88","87570000000000,00%",0,"6,8487622","2,0000018","5,961594",0,"-0,21041931","9,38668","-0,31400174","27,49828"
848,2016,16,122,0,"22,477055","27,107949","62,22","62,22",100,"92,41","67,29","45,27","13,50756","2,34","62,82","47,422669","19,18024","17,16","10540000000000,00%",0,"3,3230842","7,7751342","7,266949",0,"-0,47209618","24,44634","0,19346732","25,38118"
855,2016,16,123,0,"66,81191","69,864366","46,71","46,71","53,38","74,21","66,95","15,46","9,299425","3,36","43,95","67,004091","8,862396","25,31","6719000000000,00%",0,"3,3230842","7,7751342","7,266949",0,"-0,47209618","24,44634","0,19346732","24,93072"
862,2016,16,124,0,"60,368773","64,026578","64,35","64,35",100,"90,6","74,94","41,38","11,818283","3,23","45,84","59,04931","12,80396","17,13","8753000000000,00%",0,"3,3230842","7,7751342","7,266949",0,"-0,47209618","24,44634","0,19346732","25,19526"
869,2016,16,125,0,"39,276701","43,896635","52,9","52,9",100,"64,11","71,18","34,37","9,2823571","4,48","45,54","58,885905","10,47942","19,63","6216000000000,00%",0,"3,3230842","7,7751342","7,266949",0,"-0,47209618","24,44634","0,19346732","24,85292"
876,2016,16,126,0,"47,498384","51,388795","58,05","58,05",100,"82,58","82,41","22,32","10,024651","4,7","42,58","58,49867","11,77269","17,18","7624000000000,00%",0,"3,3230842","7,7751342","7,266949",0,"-0,47209618","24,44634","0,19346732","25,0571"
883,2016,16,127,0,"39,354355","43,21221",,,,,,,"13,667651","0,3","21,64","17,574467","44,12587",27,"705900000000,00%",0,"3,3230842","7,7751342","7,266949",0,"-0,47209618","24,44634","0,19346732","22,67752"
890,2016,16,128,0,"41,221235","46,739248","67,67","48,5","28,38","80,71","74,15","61,17","11,346144","2,35","35,95","59,966466","10,06882","17,02","8297000000000,00%",0,"3,3230842","7,7751342","7,266949",0,"-0,47209618","24,44634","0,19346732","25,14169"
897,2016,17,129,0,"41,221235","46,739248","55,55","55,55",100,"68,35","69,93","38,25","10,139655","6,63","61,05","67,354348","9,438683",-7,"20750000000000,00%",0,"0,19369007","7,0424476","13,55831",0,"-0,67924403","15,38711","-0,44319504","26,05855"
904,2016,17,130,0,"30,805153","35,552845","55,28","55,28","83,78","54,58","70,04","51,17","11,105111","4,46","39,99","75,427006","14,64463","-6,29","41820000000000,00%",0,"0,19369007","7,0424476","13,55831",0,"-0,67924403","15,38711","-0,44319504","26,7593"
911,2016,17,131,0,,,,,,,,,"6,5945819","2,29","24,76","52,559011","8,160606","5,84","2585000000000,00%",0,"0,19369007","7,0424476","13,55831",0,"-0,67924403","15,38711","-0,44319504","23,97557"
918,2016,18,132,0,,,,,,,,,"11,844826","10,67","41,92","82,301008","11,8007","5,23","1207000000000,00%",0,"2,8575461","-1,5447967","16,42397",0,"0,20818546","5,723338","0,56633002","23,21405"
925,2016,18,133,0,,,,,,,,,"12,863545","12,9","51,33","82,349778","11,24984","2,51","1206000000000,00%",0,"2,8575461","-1,5447967","16,42397",0,"0,20818546","5,723338","0,56633002","23,21285"
932,2016,19,134,0,"63,275518","67,833694","31,55","31,55",100,"24,21","28,04","47,77","9,0737386","0,25","66,42","39,874569","3,981827","75,12","222100000000,00%",0,"2,9535088","-0,66476733","9,719724",0,"0,68160764","6,26639","0,90623206","21,52135"
946,2016,19,136,0,"52,966824","56,985801","61,2","61,2",100,"88,22","49,39","71,26","8,9184586","2,49","54,98","81,830935","8,174187","12,67","2811000000000,00%",0,"2,9535088","-0,66476733","9,719724",0,"0,68160764","6,26639","0,90623206","24,05937"
953,2016,19,137,0,"61,852996","66,105554","37,26","37,26",100,"28,58","39,12","46,63","9,7583808","5,37","46,59","73,099852","7,906555","5,16","3200000000000,00%",0,"2,9535088","-0,66476733","9,719724",0,"0,68160764","6,26639","0,90623206","24,18904"
960,2016,19,138,0,"64,256707","68,035816","58,68","58,68",100,"85,8","67,87","37,28","10,090009","4,5","48,77","83,070176","8,247528","1,16","1646000000000,00%",0,"2,9535088","-0,66476733","9,719724",0,"0,68160764","6,26639","0,90623206","23,52422"
967,2016,19,139,0,"79,737528","66,32657","46,23","46,23",100,"57,1","38,09","66,56","15,01994","3,3","61,1","79,527493","10,27145","6,7","1082000000000,00%",0,"2,9535088","-0,66476733","9,719724",0,"0,68160764","6,26639","0,90623206","23,10444"
974,2016,19,140,0,"33,415998","37,87138","28,11","28,11",100,"21,18","10,55","63,55","10,071697","9,78","52,21","79,23104","9,35714","50,13","1463000000000,00%",0,"2,9535088","-0,66476733","9,719724",0,"0,68160764","6,26639","0,90623206","23,40662"
981,2016,19,141,0,"77,140663","80,895166","47,31","47,31",100,"58,41","38,93","67,88","13,151516","6,13","53,85","80,859674","9,257584","4,24","4169000000000,00%",0,"2,9535088","-0,66476733","9,719724",0,"0,68160764","6,26639","0,90623206","24,45341"
988,2016,19,142,0,"26,678234","31,115454","75,23","75,23",100,"57,91","83,61","84,08","14,003026","6,58","48,83","76,671572","11,49238","7,9","3592000000000,00%",0,"2,9535088","-0,66476733","9,719724",0,"0,68160764","6,26639","0,90623206","24,30442"
995,2016,20,143,0,"78,012223","82,925682","52,15","52,15",100,"68,69","69,78","25,83","12,674135","8,98","56,68","81,044917","14,87263",4,"3817000000000,00%",0,"2,2010019","0,39476931","12,16788",0,"0,43545641","4,862476","0,59076905","24,36522"
1009,2016,22,145,0,"39,815666","45,635224","65,5","64,09","63,51","84,26","88,82","33,5","8,906676","3,59","54,05","53,557783","14,44772","1,24","14260000000000,00%",0,"0,66455231","6,5713964","9,552072",0,"0,02701939","12,78434","0,11978316","25,68361"
1016,2016,22,146,0,"14,983768","18,402803","38,82","38,82",100,"73,9","42,42","27,47","7,6503108","2,59","55,39","59,375676","13,45119","13,58","6982000000000,00%",0,"0,66455231","6,5713964","9,552072",0,"0,02701939","12,78434","0,11978316","24,96917"
1023,2016,22,147,0,"2,5420792","3,7125229","30,69","30,69",100,"32,26","47,62","15,22","21,252572","5,62","34,52","60,033999","37,37927","12,51","391900000000,00%",0,"0,66455231","6,5713964","9,552072",0,"0,02701939","12,78434","0,11978316","22,08909"
1030,2016,22,148,0,"51,033557","56,15649","72,02","72,02",100,"96,26","65,46","71,2","7,3622506","0,8","53,68","76,940143","5,716431","25,18","2796000000000,00%",0,"0,66455231","6,5713964","9,552072",0,"0,02701939","12,78434","0,11978316","24,05421"
1037,2016,22,149,0,"27,616622","32,847063","70,3","70,3",100,"92,1","88,41","38,74","6,9063097","2,89","59,49","81,238049","10,36359","4,91","6577000000000,00%",0,"0,66455231","6,5713964","9,552072",0,"0,02701939","12,78434","0,11978316","24,90947"
1044,2016,22,150,0,"50,227556","60,052653","63,4","63,4",100,"75,9","78,69","44,98","7,0406431","3,77","58,28","65,565478","12,16939","8,86","6711000000000,00%",0,"0,66455231","6,5713964","9,552072",0,"0,02701939","12,78434","0,11978316","24,92955"
1051,2016,23,151,0,"44,21566","48,235143","16,15","16,15",100,"21,15","16,51","22,12","8,9639055","2,57","20,79","84,046448","10,23428","54,82","1053000000000,00%",0,"4,3466435","13,813606","18,50143",0,"-0,78748792","37,90226","-0,81294149","23,07789"
1058,2016,23,152,0,"13,491767","16,092518","58,99","58,99",100,"61,75","58,76","71,67","8,0388706","6,93","21,88","87,742568","9,052116","54,52","1476000000000,00%",0,"4,3466435","13,813606","18,50143",0,"-0,78748792","37,90226","-0,81294149","23,41526"
1065,2016,23,153,1,"47,687973","52,904042",,,,,,,"4,7409731","6,87","32,3","89,355478","6,669044","44,93","234600000000,00%",1,"4,3466435","13,813606","18,50143",0,"-0,78748792","37,90226","-0,81294149","21,57617"
1072,2016,24,154,0,"52,179701","60,302735","55,31","55,31",100,"69,84","60,49",50,"11,057544","7,04","46,34","70,520804","11,0962","7,29","4247000000000,00%",0,"0,52118551","1,6353111","13,21558",0,"-0,22597481","6,07771","-0,15564096","24,47204"
1079,2016,25,155,0,"17,495408","21,61934",60,60,100,"66,27","55,36","77,35","11,252966","1,78","46,65","45,511659","13,17471","8,8","6117000000000,00%",0,"1,7724932","2,8217078","6,531271",0,"-0,36738158","10,62557","0,19901344","24,83691"
1086,2016,25,156,0,"42,005064","47,254683","10,42","10,42",100,"21,15","4,08","7,31","22,126981","2,76","31,43","23,307526","19,62531","19,3","2558000000000,00%",0,"1,7724932","2,8217078","6,531271",0,"-0,36738158","10,62557","0,19901344","23,96515"
1093,2016,25,157,0,"46,362247","51,64819","45,59","45,59",100,"35,14","51,35","50,29","29,983417","4,22","59,24","17,574467","41,29983","17,59","222100000000,00%",0,"1,7724932","2,8217078","6,531271",0,"-0,36738158","10,62557","0,19901344","21,52135"
1100,2016,25,158,0,"3,5041285","4,9425862","16,96","16,96",100,"25,4","14,31","25,7",,,,,,,,0,"1,7724932","2,8217078","6,531271",0,"-0,36738158","10,62557","0,19901344",
1107,2016,26,159,0,"11,403809","14,382977",,,,,,,"10,838599","2,9","44,46","58,813057","17,58354","-1,5","3786000000000,00%",0,"3,9533187","3,5571766","20,82324",0,"-0,18396355","12,26067","0,4693262","24,35711"
1114,2016,26,160,0,"18,437612","23,618258","14,75","14,75",100,"21,15","4,08","37,26","8,8915983","2,4","41,76","62,811723","12,11256","4,54","2341000000000,00%",0,"3,9533187","3,5571766","20,82324",0,"-0,18396355","12,26067","0,4693262","23,87657"
1128,2016,27,162,0,"4,6420764","7,6546556","43,48","43,48",100,"26,83","42,19","60,38","9,1565907","3,37","45,11","60,471978","13,93375","3,37","4726000000000,00%",0,"1,7530387","3,7861936","7,705729",0,"0,91691017","7,843392","1,1584932","24,57885"
1135,2016,27,163,0,"22,303521","28,753666","51,03","51,03",100,"82,77","45,45","53,64","8,178135","4,51","53,33","59,368561","10,42334","10,87","4615000000000,00%",0,"1,7530387","3,7861936","7,705729",0,"0,91691017","7,843392","1,1584932","24,55525"
1142,2016,27,164,0,"5,439481","7,520591","23,73","23,73",100,"43,91","4,38","58,27","11,764731","5,11","71,28","55,647159","8,584732","75,12","4336000000000,00%",0,"1,7530387","3,7861936","7,705729",0,"0,91691017","7,843392","1,1584932","24,4929"
1149,2016,27,165,0,"20,854137","28,339442","74,21","74,21",100,"88,67","70,26","75,97","7,9346395",6,"43,81","56,655368","12,04981","6,5","5549000000000,00%",0,"1,7530387","3,7861936","7,705729",0,"0,91691017","7,843392","1,1584932","24,73952"
1156,2016,28,166,0,,,"10,42","10,42",100,"29,05","13,79","7,31","12,234454","3,66","43,96","66,206639","18,8031","3,84","4715000000000,00%",0,"2,0873825","7,5134602","9,638449",0,"-0,24687099","13,80764","0,33902535","24,57666"
1163,2016,28,167,0,"21,882095","25,593119","60,94","60,94",100,"73,14","67,66","60,26","11,452606","0,76","51,02","63,673323","15,60983","4,21","6540000000000,00%",0,"2,0873825","7,5134602","9,638449",0,"-0,24687099","13,80764","0,33902535","24,90386"
1170,2016,28,168,0,,,,,,,,,"7,9508235",,"50,82","79,837314","12,15609","7,66","1726000000000,00%",0,"2,0873825","7,5134602","9,638449",0,"-0,24687099","13,80764","0,33902535","23,57144"
1177,2016,28,169,0,,,"24,18","24,18",100,"21,15","24,69","33,16","11,004959","4,19","50,42","64,214159","18,16142","6,61","7467000000000,00%",0,"2,0873825","7,5134602","9,638449",0,"-0,24687099","13,80764","0,33902535","25,03639"
1184,2016,29,170,0,"48,899427","52,666113","65,42","65,42","83,78","94,54","87,62","25,3","5,9094415","10,91","57,26","32,193465","15,40997","-9,08","42570000000000,00%",0,"-3,2759169","8,7391435","15,18784",0,"-0,29321644","21,55309","-0,18995175","26,77705"
1191,2016,29,171,0,,,"88,54","87,62",100,"92,6","91,21","93,27","13,366961","7,05","39,59","30,958386","19,27107","0,49","19470000000000,00%",0,"-3,2759169","8,7391435","15,18784",0,"-0,29321644","21,55309","-0,18995175","25,99468"
1198,2016,29,172,0,"22,384567","27,266214","83,22","52,28","23,33","95,72","88,23","73,43","8,8487057","10,75","51,82","24,532249","23,09195","5,88","36580000000000,00%",0,"-3,2759169","8,7391435","15,18784",0,"-0,29321644","21,55309","-0,18995175","26,62541"
1205,2016,29,173,0,"41,625264","46,704573","14,08","14,08",100,"21,15","17,73","14,69","9,5869147","4,52","61,48","60,63659","20,19759","-6,32","2153000000000,00%",0,"-3,2759169","8,7391435","15,18784",0,"-0,29321644","21,55309","-0,18995175","23,79271"
1212,2016,29,174,0,"25,86779","31,665056","88,54","86,16","83,78","96,26","94,72","80,29","9,9623053","6,18","49,26","24,342597","25,30236","3,4","41530000000000,00%",0,"-3,2759169","8,7391435","15,18784",0,"-0,29321644","21,55309","-0,18995175","26,75226"
2,2017,1,1,1,"8,5459633","11,240954","11,45","11,45",100,"22,22","5,18","24,67","10,386231","3,31","31,02","78,16193","8,319542","15,38","5646000000000,00%",1,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","24,75674"
9,2017,1,2,0,"17,044657","20,087408","66,56","66,56",100,"62,39","65,02","87,78","10,733791","2,18","33,1","63,491851","9,167145","2,91","7216000000000,00%",0,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","25,00214"
16,2017,1,3,0,"24,392293","27,840426","65,17","65,17",100,"76,44","64,52","69,7","13,654817","3,62","29,93","58,55977","6,280937","75,12","18220000000000,00%",0,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","25,92813"
23,2017,1,4,0,"30,61571","36,376977","36,42","36,42",100,"65,32","49,11","24,81","10,605301","8,19","31,26","73,873695","8,146347","4,65","12810000000000,00%",0,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","25,57592"
30,2017,1,5,1,"25,991323","30,892178",,,,,,,"8,8424012","5,03","44,56","84,112767","9,728287","-1,99","3357000000000,00%",1,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","24,23683"
37,2017,1,6,0,,,,,,,,,"9,68322","7,81","52,83","72,057696","10,22418","-5,54","564800000000,00%",0,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","22,45461"
44,2017,1,7,0,"81,502541","84,164391",,,,,,,"13,332481","7,2","37,96","71,179108","6,693665","2,41","830800000000,00%",0,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","22,84049"
51,2017,1,8,0,"28,239773","31,92377",,,,,,,"12,896281","6,53",36,"69,069973","9,551514","11,24","1917000000000,00%",0,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","23,67679"
65,2017,1,10,1,"53,978356","58,810515",,,,,,,"10,537905","3,89","42,09","88,31069","6,006554","23,34","545300000000,00%",1,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","22,41951"
72,2017,1,11,1,"14,110044","17,212513",,,,,,,"14,415033","5,16","46,79","68,936365","7,9804","26,19","1043000000000,00%",1,"0,73506871","1,9668256","10,27772",0,"0,97485226","4,827928","1,0007477","23,06754"
79,2017,2,12,0,"57,523207","61,415843","58,27","58,27",100,"63,99","90,68","23,42","10,307265","5,31","40,24","80,567513","9,397476","1,78","8739000000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","25,1937"
86,2017,2,13,0,"55,803724","61,818836","56,58","56,58",100,"75,63","63,45","47,66","13,067831","4,35","43,18","79,456459","8,364349","3,25","9419000000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","25,26863"
93,2017,2,14,0,"35,644811","39,827071",,,,,,,"13,491858","2,31","48,99","79,114106","9,352707",3,"3091000000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","24,15441"
100,2017,2,15,0,"37,258899","41,483385","42,37","42,37",100,"35,48","61,98",27,"10,819132","2,42","50,58","76,549762","10,36869","6,99","6396000000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","24,88148"
107,2017,2,16,0,"54,897357","59,725559","61,87","61,87",100,"84,1","87,51","25,82","13,369295","3,86","42,33","67,151595","13,67762","6,18","8882000000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","25,2099"
114,2017,2,17,0,"77,333625","79,67064",,,,,,,"10,995196","5,07","58,99","64,22037","11,52407","2,6","920400000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","22,94294"
121,2017,2,18,0,"20,546102","26,369921",,,,,,,"16,539253","2,12","41,9","68,240649","6,453033","8,95","713800000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","22,68866"
128,2017,2,19,0,"13,565564","16,499203",,,,,,,"16,020977",5,"51,27","54,434612","14,11642","8,92","794100000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","22,79527"
135,2017,2,20,0,"31,083469","35,899846","68,37","68,37",100,"58,57","75,67","76,72","11,448047","2,1","41,71","60,919351","13,82272","11,82","929000000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","22,95216"
142,2017,2,21,0,"49,01776","54,77342","43,68","43,68",100,"62,43","61,82","25,67","10,64806","2,72","47,05","79,606741","9,945198","8,41","2584000000000,00%",0,"4,177681","0,66563189","7,863593",0,"-0,184339","4,292586","0,00768969","23,97515"
149,2017,3,22,0,"54,049608","59,615626",,,,,,,"17,839963","1,57","30,44","76,715758","8,990822","-2,66","5003000000000,00%",0,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","24,6359"
156,2017,3,23,1,"60,475067","67,087387","36,83","36,83",100,"23,2","23,61","69,4","16,248388","0,74","32,93","81,190791","10,19772","3,22","9150000000000,00%",1,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","25,23958"
163,2017,3,24,0,"62,374727","69,231099",,,,,,,"17,857688",1,"36,51","74,598141","9,125175","-3,14","5768000000000,00%",0,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","24,77809"
170,2017,3,25,0,"37,077989","44,093919",,,,,,,"12,876949","1,86","35,02","74,149967","9,285652","-1,34","11860000000000,00%",0,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","25,49912"
177,2017,3,26,0,"74,932927","80,153021","34,47","34,47",100,"22,22","18,79","69,85","14,598574","1,2","34,61","80,802694","8,409431","-1,21","4579000000000,00%",0,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","24,54727"
184,2017,3,27,1,"46,630103","52,889325",,,,,,,"12,928867","1,25","56,59","82,66652","8,358253","-5,51","1821000000000,00%",1,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","23,62524"
191,2017,3,28,0,"30,522188","38,335493",63,63,100,"60,97","56,27","87,59","14,386617","1,27","37,94","76,336355","6,65226","-0,95","2501000000000,00%",0,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","23,94263"
198,2017,3,29,1,"52,759678","56,420971",,,,,,,"17,728539","1,01","41,16","78,794214","8,800987","13,06","3060000000000,00%",1,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","24,14428"
205,2017,3,30,0,"63,681243","69,202079","27,21","27,21","29,33","22,22","24,38","41,99","16,410916","2,73","36,78","79,77939","7,756691","-5,36","5145000000000,00%",0,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","24,66383"
212,2017,3,31,1,"55,506108","59,425249","34,01","34,01",100,"22,22","27,29","56,88","12,006132","1,19","56,31","78,363712","10,15115","20,2","1686000000000,00%",1,"-0,06969802","-0,83819458","24,70183",0,"-0,00978118","0,6959076","-0,0176866","23,54794"
219,2017,4,32,0,"57,643728","63,55844","38,79","38,79",100,"22,22","32,76","62,62","12,29441","5,65","36,03","61,609068","7,177238","15,3","3804000000000,00%",0,"-1,4976047","0,39487891","25,85238",0,"0,63479661","15,10177","0,40366289","24,36178"
226,2017,4,33,0,"21,637299","28,620464","47,62","47,62",100,"28,01","44,21","69,05","8,4759172","1,75","29,72","78,139193","6,51915","12,2","22280000000000,00%",0,"-1,4976047","0,39487891","25,85238",0,"0,63479661","15,10177","0,40366289","26,12965"
233,2017,4,34,1,,,"43,87","43,87",100,"22,22","35,4","73,1","11,225411","1,17","26,68","75,815046","6,477051","4,89","4131000000000,00%",1,"-1,4976047","0,39487891","25,85238",0,"0,63479661","15,10177","0,40366289","24,44441"
240,2017,4,35,0,,,"48,41","48,41",100,"67,89","45,08","62,62","11,55887","3,61","36,56","65,516876","7,487816","1,67","2569000000000,00%",0,"-1,4976047","0,39487891","25,85238",0,"0,63479661","15,10177","0,40366289","23,96919"
247,2017,4,36,1,"35,983862","44,785015",,,,,,,"12,476887","1,38","26,91","83,837706","5,977257","18,72","1281000000000,00%",1,"-1,4976047","0,39487891","25,85238",0,"0,63479661","15,10177","0,40366289","23,27329"
254,2017,4,37,1,"16,309282","20,38827","33,21","33,21",100,"22,22","9,76","78,81","13,006343","0,47","21,1","77,016192","5,81382","6,76","2828000000000,00%",1,"-1,4976047","0,39487891","25,85238",0,"0,63479661","15,10177","0,40366289","24,06552"
261,2017,5,38,0,"4,0979778","5,4367783","42,55","42,55",100,"29,08","56,98","36,94","15,125924","4,63","50,02","59,522756","8,375519","28,1","1390000000000,00%",0,"6,9309883","2,8531877","10,19567",0,"-0,42086075","9,812593","0,12712085","23,3553"
268,2017,5,39,0,"12,454687","16,462927","62,94","62,94",100,"70,39","75,18","51,25","9,6407646","1,38","55,19","82,116387","7,890076","15,44","3814000000000,00%",0,"6,9309883","2,8531877","10,19567",0,"-0,42086075","9,812593","0,12712085","24,36445"
